,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,y
381,1,17.08,3.29,2,3,4,0.335,0,0,0,1,2,140,3,0
303,1,18.58,5.71,2,2,4,0.54,0,0,0,0,2,120,1,0
117,1,33.17,1.0,2,14,4,0.75,1,1,7,1,2,340,4072,1
508,1,34.83,2.5,1,9,4,3.0,0,0,0,0,1,200,1,0
671,1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,1
353,1,34.08,6.5,2,6,4,0.125,1,0,0,1,2,443,1,0
29,1,23.08,2.5,2,8,4,1.085,1,1,11,1,2,60,2185,1
435,1,16.08,0.75,2,8,4,1.75,1,1,5,1,2,352,691,1
523,0,21.5,6.0,2,6,4,2.5,1,1,3,0,2,80,919,1
142,1,18.83,3.54,1,1,1,0.0,0,0,0,1,2,180,2,0
608,0,27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,0
285,1,25.08,1.71,2,14,4,1.665,1,1,1,1,2,395,21,1
67,1,21.5,11.5,2,3,4,0.5,1,0,0,1,2,100,69,0
483,0,25.25,13.5,1,1,1,2.0,0,1,1,1,2,200,2,0
338,0,18.83,4.415,1,8,8,3.0,1,0,0,0,2,240,1,1
375,0,58.42,21.0,2,3,5,10.0,1,1,13,0,2,0,6701,1
298,1,39.17,1.71,2,14,4,0.125,1,1,5,1,2,480,1,1
248,1,28.0,2.0,2,4,8,4.165,1,1,2,1,2,181,1,1
558,1,69.17,9.0,2,1,1,4.0,0,1,1,0,2,70,7,0
263,0,25.08,2.54,1,6,4,0.25,1,0,0,1,2,370,1,1
473,1,32.25,14.0,1,1,1,0.0,0,1,2,0,2,160,2,0
305,1,39.33,5.875,2,13,8,10.0,1,1,14,1,2,399,1,1
19,0,22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,1
564,1,56.58,18.5,2,2,5,15.0,1,1,17,1,2,0,1,1
121,1,20.67,0.835,1,8,4,2.0,0,0,0,1,1,240,1,0
545,1,17.08,0.085,1,8,4,0.04,0,0,0,0,2,140,723,0
136,1,19.58,0.585,2,1,1,0.0,0,1,3,0,2,350,770,0
43,1,63.33,0.54,2,8,4,0.585,1,1,3,1,2,180,1,0
667,0,24.92,1.25,2,1,1,0.0,1,0,0,0,2,80,1,0
555,1,19.17,4.0,1,3,4,1.0,0,0,0,1,2,360,1001,0
648,1,28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,0
569,1,30.58,2.71,1,7,4,0.125,0,0,0,1,1,80,1,0
226,1,31.57,3.0,1,3,5,7.0,0,0,0,0,2,0,2,0
470,1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,1
291,0,31.92,3.125,2,1,1,3.04,0,1,2,1,2,200,5,0
33,1,23.08,11.5,2,9,8,2.125,1,1,11,1,2,290,285,1
0,1,22.08,11.46,2,4,4,1.585,0,0,0,1,2,100,1213,0
135,0,38.33,4.415,2,8,4,0.125,0,0,0,0,2,160,1,0
465,1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,1
358,1,27.25,1.665,2,13,8,5.085,1,1,9,0,2,399,828,1
687,0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,1
672,0,17.92,10.21,2,1,1,0.0,0,0,0,0,2,0,51,0
225,1,28.75,1.165,2,4,4,0.5,1,0,0,0,1,280,1,0
326,1,21.83,1.54,2,4,4,0.085,0,0,0,1,2,356,1,0
513,0,45.83,10.5,2,11,4,5.0,1,1,7,1,2,0,1,1
190,1,17.25,3.0,2,4,4,0.04,0,0,0,1,2,160,41,0
591,1,31.33,19.5,2,8,4,7.0,1,1,16,0,2,0,5001,1
243,1,80.25,5.5,2,8,4,0.54,1,0,0,0,2,0,341,0
266,1,22.17,12.125,2,8,4,3.335,0,1,2,1,2,180,174,0
602,1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,1
48,0,29.5,2.0,1,10,8,2.0,0,0,0,0,2,256,18,0
204,0,24.75,3.0,2,11,8,1.835,1,1,19,0,2,0,501,1
102,1,27.67,13.75,2,9,4,5.75,1,0,0,1,2,487,501,1
66,0,19.5,0.165,2,11,4,0.04,0,0,0,1,2,380,1,0
22,1,41.17,1.335,2,2,4,0.165,0,0,0,0,2,168,1,0
664,1,20.0,0.0,2,2,4,0.5,0,0,0,0,2,144,1,0
463,1,31.67,16.165,2,2,4,3.0,1,1,9,0,2,250,731,1
510,1,21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,0
332,1,23.25,4.0,2,8,5,0.25,1,0,0,1,2,160,1,1
350,0,25.17,2.875,2,14,8,0.875,1,0,0,0,2,360,1,1
253,1,33.67,1.25,2,9,4,1.165,0,0,0,0,2,120,1,0
467,1,30.08,1.04,1,3,5,0.5,1,1,10,1,2,132,29,0
469,0,23.58,11.5,1,4,8,3.0,0,0,0,1,2,20,17,0
161,0,33.08,1.625,2,2,4,0.54,0,0,0,1,2,0,1,0
374,1,35.17,4.5,2,14,8,5.75,0,0,0,1,1,711,1,1
599,1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,1
64,0,24.5,0.5,2,11,8,1.5,1,0,0,0,2,280,825,1
420,1,23.92,1.5,2,2,8,1.875,1,1,6,0,2,200,328,1
203,0,25.33,2.085,2,8,8,2.75,1,0,0,1,2,360,2,0
526,1,32.67,9.0,1,9,8,5.25,1,0,0,1,2,154,1,1
641,0,41.0,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,1
661,0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0
224,1,43.17,2.25,2,3,5,0.75,1,0,0,0,2,560,1,0
209,1,40.92,0.5,1,7,4,0.5,0,0,0,1,2,130,1,0
637,1,16.33,4.085,2,3,8,0.415,0,0,0,1,2,120,1,0
497,0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,1
306,0,19.58,0.665,2,9,4,1.665,0,0,0,0,2,220,6,0
169,1,18.42,10.415,1,6,4,0.125,1,0,0,0,2,120,376,0
366,1,31.08,1.5,1,9,4,0.04,0,0,0,0,1,160,1,0
573,0,23.5,1.5,2,9,4,0.875,0,0,0,1,2,160,1,0
354,1,22.08,2.335,2,4,4,0.75,0,0,0,0,2,180,1,0
649,1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,1
413,1,32.25,0.165,1,8,8,3.25,1,1,1,1,2,432,8001,1
230,0,20.67,3.0,2,11,4,0.165,1,1,3,0,2,100,7,1
46,0,24.5,1.75,1,8,4,0.165,0,0,0,0,2,132,1,0
500,1,17.5,22.0,3,1,7,0.0,0,0,0,1,3,450,100001,1
240,0,28.08,15.0,1,10,9,0.0,1,0,0,0,2,0,13213,1
399,0,29.5,1.085,1,14,4,1.0,0,0,0,0,2,280,14,0
247,1,60.08,14.5,2,1,1,18.0,1,1,15,1,2,0,1001,1
455,1,24.42,2.0,2,10,2,0.165,0,1,2,0,2,320,1301,0
205,1,30.83,0.0,2,9,4,1.25,1,1,1,0,2,202,1,1
371,1,36.17,18.125,2,9,4,0.085,0,0,0,0,2,320,3553,0
108,0,49.83,13.585,2,4,8,8.5,1,0,0,1,2,0,1,1
219,1,24.17,0.875,2,11,4,4.625,1,1,2,1,2,520,2001,1
290,1,32.33,7.5,2,10,5,1.585,1,0,0,1,1,420,1,0
1,0,22.67,7.0,2,8,4,0.165,0,0,0,0,2,160,1,0
328,1,22.17,2.25,2,3,4,0.125,0,0,0,0,2,160,11,0
507,1,17.58,10.0,2,9,8,0.165,0,1,1,0,2,120,2,0
643,1,23.75,12.0,2,8,4,2.085,0,0,0,0,1,80,1,0
552,0,41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,0
403,1,35.75,2.415,2,9,4,0.125,0,1,2,0,2,220,2,0
536,1,33.75,2.75,2,3,5,0.0,0,0,0,0,2,180,1,0
261,1,22.67,10.5,2,11,8,1.335,1,0,0,0,2,100,1,1
388,1,25.17,6.0,2,8,4,1.0,1,1,3,0,2,0,1,1
144,0,16.5,1.25,2,11,4,0.25,0,1,1,0,2,108,99,0
440,1,41.75,0.96,2,14,4,2.5,1,0,0,0,2,510,601,1
640,1,23.5,2.75,2,1,1,4.5,0,0,0,0,2,160,26,0
186,1,37.17,4.0,2,8,5,5.0,1,0,0,1,1,280,1,0
52,1,28.17,0.125,1,4,4,0.085,0,0,0,0,2,216,2101,0
355,1,31.08,3.085,2,8,4,2.5,0,1,2,1,2,160,42,0
245,0,16.92,0.5,2,3,4,0.165,0,1,6,1,2,240,36,0
679,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1
434,1,54.83,15.5,2,10,9,0.0,1,1,20,0,2,152,131,0
575,0,17.83,11.0,2,14,8,1.0,1,1,11,0,2,0,3001,1
182,1,25.67,12.5,2,13,4,1.21,1,1,67,1,2,140,259,1
492,1,51.83,2.04,1,1,1,1.5,0,0,0,0,2,120,2,0
675,1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,0
58,1,42.5,4.915,1,9,4,3.165,1,0,0,1,2,52,1443,1
443,1,29.92,1.835,2,8,8,4.335,1,0,0,0,2,260,201,1
653,1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,1
360,1,67.75,5.5,2,10,9,13.0,1,1,1,1,2,0,1,1
49,0,52.83,15.0,2,8,4,5.5,1,1,14,0,2,0,2201,1
312,1,20.67,5.29,2,11,4,0.375,1,1,1,0,2,160,1,0
137,1,39.25,9.5,2,7,4,6.5,1,1,14,0,2,240,4608,1
631,1,48.08,3.75,2,3,5,1.0,0,0,0,0,2,100,3,0
486,1,57.83,7.04,2,7,4,14.0,1,1,6,1,2,360,1333,1
275,1,34.0,5.085,1,3,5,1.085,0,0,0,1,2,480,1,0
395,1,31.57,0.04,1,2,4,4.25,0,0,0,1,2,460,1,0
129,1,21.0,3.0,1,2,4,1.085,1,1,8,1,2,160,2,1
214,0,26.58,2.54,1,1,1,0.0,0,0,0,1,2,180,61,0
274,1,22.33,11.0,2,9,4,2.0,1,1,1,0,2,80,279,1
12,1,20.67,1.25,1,8,8,1.375,1,1,3,1,2,140,211,0
632,0,28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,1
234,0,64.08,0.165,2,1,1,0.0,1,1,1,0,2,232,101,1
477,0,20.83,8.5,2,8,4,0.165,0,0,0,0,2,0,352,0
472,1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1
187,1,26.25,1.54,2,9,4,0.125,0,0,0,0,2,100,1,0
238,1,35.58,0.75,2,4,4,1.5,0,0,0,1,2,231,1,0
417,1,23.17,11.125,2,14,8,0.46,1,1,1,0,2,100,1,1
347,0,40.33,7.54,1,11,8,8.0,1,1,14,0,2,0,2301,1
629,1,24.75,0.54,2,7,4,1.0,0,0,0,1,2,120,2,0
241,1,35.17,2.5,2,4,4,4.5,1,1,7,0,2,150,1271,1
296,0,31.57,1.5,2,1,1,0.0,0,1,2,1,2,200,106,0
571,1,19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,0
436,1,24.58,12.5,2,9,4,0.875,1,0,0,1,2,260,1,0
534,1,31.83,2.5,2,6,4,7.5,1,0,0,1,2,523,1,0
577,0,52.5,7.0,2,6,8,3.0,0,0,0,0,2,0,1,0
125,1,22.0,0.79,2,9,4,0.29,0,1,1,0,2,420,284,0
56,1,40.0,6.5,2,6,5,3.5,1,1,1,0,2,0,501,1
501,1,18.08,6.75,1,7,4,0.04,0,0,0,0,2,140,1,0
638,1,26.75,2.0,2,2,4,0.75,0,0,0,1,2,80,1,0
348,0,36.75,5.125,2,10,4,5.0,1,0,0,1,2,0,4001,1
382,1,44.83,7.0,1,8,4,1.625,0,0,0,0,2,160,3,0
