,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
5897,36,1,2,46,0,1,0,1,1,0
5760,40,0,1,75,1,0,0,1,1,1
3194,52,1,2,4,1,0,0,1,0,0
5791,46,0,4,8,1,0,0,1,1,1
2073,38,0,0,4,1,0,1,0,1,1
3196,34,0,5,4,1,0,0,1,1,1
5364,20,1,4,2,1,0,1,0,0,0
4771,37,0,3,241,1,0,0,1,0,0
4142,32,0,0,1,0,1,0,1,0,1
3150,52,0,3,0,0,1,1,0,0,1
4639,23,0,1,0,1,0,0,1,1,1
1172,31,0,7,1,0,1,0,1,0,1
1301,72,0,3,4,1,0,0,1,0,1
5262,31,0,1,1,0,1,0,1,1,1
258,23,0,0,45,1,0,0,1,0,1
1230,52,1,15,0,0,1,0,1,1,1
1346,28,1,0,2,0,1,0,1,0,1
2318,37,0,5,0,1,0,0,1,1,1
887,27,1,1,1,1,0,0,1,1,1
2883,35,0,1,0,1,0,0,1,1,1
2448,25,0,1,1,1,0,0,1,0,1
3043,28,0,0,0,1,0,0,1,0,1
3201,22,1,2,0,1,0,0,1,1,1
3647,26,0,1,1,1,0,1,0,1,1
3891,24,1,4,2,1,0,1,0,1,1
1394,45,0,0,13,1,0,0,1,0,1
3845,22,1,0,6,1,0,0,1,0,1
3883,39,0,0,5,1,0,0,1,0,1
2125,46,1,0,0,1,0,0,1,1,1
4194,42,1,2,1,1,0,0,1,0,1
2976,47,0,3,63,0,1,0,1,0,1
238,43,0,0,41,1,0,0,1,1,1
2735,62,0,0,0,1,0,0,1,0,1
5837,32,1,6,9,0,1,0,1,0,1
1614,33,1,14,2,1,0,0,1,1,0
118,31,0,1,1,0,1,0,1,1,1
5907,26,1,8,1,1,0,0,1,1,0
3163,35,0,1,28,0,1,1,0,0,1
64,27,1,1,14,1,0,0,1,0,1
1801,46,0,4,0,1,0,1,0,1,1
1015,42,0,0,-1,0,1,0,1,1,1
489,64,0,1,7,1,0,0,1,0,1
1156,48,0,0,0,0,1,1,0,0,1
3900,27,1,3,9,1,0,0,1,1,0
5851,45,0,0,1,0,1,1,0,0,1
2288,27,0,1,1,1,0,0,1,0,1
2823,24,1,2,1,1,0,1,0,1,1
3214,32,0,1,0,1,0,0,1,1,1
1797,20,1,0,0,1,0,0,1,1,0
4372,24,1,1,0,1,0,0,1,1,1
1469,25,1,7,3,0,1,0,1,1,0
3510,32,0,0,1,0,1,0,1,1,1
889,37,0,0,1,0,1,1,0,0,1
4311,20,1,0,1,1,0,0,1,0,1
2046,58,1,16,68,1,0,0,1,1,1
1511,37,1,3,83,1,0,0,1,0,1
2011,35,1,10,0,0,1,0,1,1,0
4187,26,1,10,1,1,0,0,1,1,0
2234,31,0,0,0,0,1,0,1,0,1
30,49,1,7,3,1,0,0,1,0,1
133,32,1,4,6,1,0,1,0,1,0
5685,22,0,4,0,0,1,0,1,1,1
5319,31,0,1,1,1,0,0,1,1,1
5828,43,0,2,-1,1,0,0,1,1,1
1111,51,0,5,32,1,0,1,0,0,1
3823,21,0,2,1,1,0,0,1,1,0
5164,25,1,2,0,1,0,0,1,1,1
3165,33,0,2,0,1,0,1,0,1,1
3583,53,0,1,0,1,0,0,1,0,1
2730,25,0,0,4,0,1,0,1,0,1
4537,32,0,6,0,1,0,0,1,0,0
4181,31,0,0,-1,1,0,1,0,1,1
5019,25,1,4,33,1,0,0,1,0,0
2554,52,1,0,26,1,0,0,1,1,1
1378,43,0,1,1,1,0,0,1,1,1
336,27,1,9,52,1,0,0,1,1,0
2724,35,0,0,0,0,1,1,0,0,1
1303,45,0,3,36,1,0,0,1,1,0
2007,24,1,3,1,0,1,0,1,0,1
4709,76,0,0,1,1,0,0,1,0,1
4005,27,0,1,1,0,1,0,1,0,1
259,27,0,0,0,0,1,0,1,1,1
4299,55,0,4,5,1,0,0,1,0,1
2777,32,1,10,6,1,0,0,1,0,1
1706,40,0,4,1,0,1,1,0,1,1
4388,35,0,3,1,0,1,0,1,0,1
4582,27,0,3,3,0,1,0,1,0,1
379,41,1,0,3,0,1,0,1,0,1
1330,42,1,2,0,1,0,0,1,0,1
3551,61,1,8,30,1,0,1,0,0,1
3963,25,0,3,7,1,0,0,1,0,1
5777,24,1,1,0,0,1,1,0,1,1
4080,31,0,2,16,1,0,0,1,0,1
172,35,1,23,2,1,0,1,0,1,0
3507,27,0,1,0,1,0,0,1,0,1
1636,23,1,0,0,1,0,0,1,1,1
1022,34,0,0,1,0,1,1,0,1,1
1328,38,1,10,10,1,0,0,1,1,1
1526,35,0,12,10,1,0,0,1,0,0
5985,26,1,4,0,1,0,0,1,1,1
4033,30,0,3,1,0,1,0,1,0,1
1881,29,1,1,1,1,0,1,0,0,1
4944,30,0,1,0,1,0,1,0,0,1
4645,29,1,11,1,1,0,0,1,1,1
1650,42,0,0,2,1,0,0,1,0,1
1145,28,0,1,1,0,1,0,1,1,1
250,24,0,0,1,1,0,0,1,0,1
2524,24,1,1,4,1,0,0,1,0,1
3749,25,1,7,20,1,0,0,1,1,0
5206,40,0,0,1,0,1,1,0,0,1
5320,30,0,3,0,1,0,1,0,1,1
5148,33,1,3,4,0,1,1,0,1,1
4301,23,0,0,1,1,0,0,1,1,1
5327,31,0,0,8,1,0,0,1,1,1
4496,25,0,2,0,1,0,0,1,1,0
6083,29,1,2,1,1,0,0,1,1,1
885,21,0,0,1,0,1,1,0,1,1
192,33,1,4,2,1,0,0,1,0,1
3198,21,0,1,0,1,0,0,1,1,1
5658,39,0,1,62,1,0,1,0,1,1
418,29,1,4,8,1,0,0,1,1,1
3488,49,0,1,5,1,0,0,1,1,1
3771,29,0,0,0,0,1,1,0,0,1
968,23,1,0,1,1,0,0,1,0,1
4208,49,0,4,4,0,1,0,1,0,0
3431,52,0,0,1,1,0,0,1,0,1
1694,46,1,5,202,1,0,0,1,1,1
1150,29,0,0,0,1,0,0,1,1,1
3242,36,1,1,0,1,0,1,0,1,1
4462,36,0,2,0,0,1,0,1,0,1
307,22,1,2,0,0,1,0,1,0,1
2152,35,0,2,8,1,0,0,1,0,1
1069,53,0,1,0,0,1,1,0,0,1
3717,51,0,3,0,1,0,0,1,1,1
3225,37,0,0,0,1,0,0,1,0,1
1962,60,0,0,1,1,0,0,1,0,1
2830,46,0,0,1,1,0,0,1,0,1
4878,36,0,1,40,1,0,0,1,0,1
3954,36,0,0,280,1,0,0,1,1,1
4886,37,1,17,1,1,0,0,1,1,0
4204,36,0,1,0,1,0,0,1,0,1
1716,26,1,13,-1,0,1,0,1,1,0
3465,24,1,3,0,0,1,1,0,0,1
799,26,1,5,3,1,0,0,1,1,0
549,39,1,2,4,1,0,0,1,0,1
2483,28,0,0,1,1,0,1,0,0,1
1852,22,1,0,1,1,0,0,1,1,1
1971,24,0,0,0,1,0,1,0,1,1
2601,52,0,0,0,0,1,0,1,0,1
4382,25,0,4,1,1,0,1,0,1,1
2749,46,1,9,115,1,0,0,1,1,0
3190,38,0,0,0,1,0,1,0,0,1
3290,35,0,8,239,1,0,0,1,1,0
2220,30,0,7,0,1,0,0,1,1,1
811,41,0,5,1,1,0,0,1,0,1
3847,33,0,0,40,1,0,0,1,1,1
6014,50,0,4,26,0,1,0,1,0,1
2093,23,0,1,1,1,0,0,1,1,1
2826,25,0,1,0,1,0,0,1,1,1
3726,20,1,1,6,1,0,0,1,1,1
3572,28,1,2,1,1,0,0,1,0,1
1637,34,1,7,0,1,0,0,1,1,1
5501,48,1,4,1,1,0,1,0,0,1
3778,21,0,1,1,0,1,0,1,1,1
1722,50,0,7,1,0,1,1,0,1,1
2922,24,1,1,57,1,0,0,1,1,1
322,35,0,2,5,1,0,0,1,1,1
1594,25,0,0,1,1,0,0,1,1,0
2603,43,0,8,1,0,1,0,1,1,1
3932,25,1,0,1,0,1,0,1,1,1
2688,56,0,1,1,1,0,1,0,1,1
3097,45,1,3,92,0,1,0,1,0,1
4672,43,1,15,0,0,1,0,1,1,0
3427,44,0,0,2,0,1,0,1,1,1
2078,23,0,2,76,1,0,0,1,1,0
3567,28,0,3,0,1,0,0,1,1,1
6042,67,0,1,0,1,0,0,1,0,1
113,24,0,0,2,0,1,1,0,1,1
768,27,1,5,0,0,1,0,1,1,1
2782,26,1,1,8,1,0,0,1,0,1
1107,27,0,0,1,0,1,0,1,1,1
6055,22,1,8,39,1,0,0,1,1,1
369,34,0,0,0,0,1,0,1,0,1
2064,21,0,1,1,1,0,0,1,1,0
5080,39,0,0,0,0,1,0,1,1,1
2997,20,1,3,1,0,1,0,1,0,1
2079,55,1,33,242,1,0,0,1,0,0
4781,20,0,1,1,0,1,1,0,0,1
137,30,1,3,530,1,0,1,0,0,1
3977,55,0,0,0,1,0,0,1,0,1
925,40,0,0,1,0,1,0,1,0,1
2661,23,0,1,0,1,0,0,1,1,1
1795,26,0,0,1,0,1,0,1,0,1
4205,21,1,0,34,1,0,0,1,1,0
1031,47,0,0,0,0,1,0,1,0,1
4609,37,0,17,45,0,1,0,1,1,0
5818,26,1,3,2,0,1,0,1,1,1
1281,23,1,0,1,1,0,1,0,0,1
3723,24,1,0,1,0,1,0,1,1,0
4296,25,1,8,0,1,0,0,1,1,0
1226,22,1,3,214,1,0,0,1,1,1
3363,35,0,0,0,0,1,1,0,1,1
2071,38,0,0,0,1,0,1,0,0,1
2313,51,1,8,0,0,1,0,1,1,1
4247,33,0,10,117,1,0,0,1,0,0
3032,20,1,1,3,1,0,1,0,1,0
828,23,0,6,17,0,1,1,0,1,1
1672,51,0,5,0,0,1,0,1,1,1
1177,48,1,4,4,1,0,0,1,0,1
3904,49,0,2,0,1,0,1,0,0,1
938,24,0,2,2,1,0,1,0,0,1
1920,42,0,0,1,0,1,1,0,0,1
1885,45,0,1,6,1,0,1,0,1,1
877,59,0,2,0,0,1,0,1,1,1
1742,46,0,2,3,0,1,0,1,0,1
4198,23,0,1,2,1,0,0,1,1,0
4129,24,1,11,77,0,1,1,0,1,0
1500,43,0,0,-1,0,1,1,0,0,1
5204,54,0,0,2,1,0,0,1,0,1
2355,35,1,2,0,1,0,0,1,0,1
305,30,0,0,1,1,0,0,1,0,1
1704,56,0,1,2,1,0,0,1,1,1
1723,21,0,0,50,1,0,0,1,1,1
3005,37,1,7,69,1,0,0,1,0,0
2287,23,0,0,1,1,0,0,1,1,1
2342,30,1,9,1,1,0,0,1,1,1
1135,21,0,1,1,1,0,0,1,0,0
1610,33,1,2,-1,0,1,0,1,1,1
5418,48,1,3,1,1,0,0,1,1,1
4398,21,1,2,21,0,1,0,1,1,0
6158,23,0,0,2,1,0,0,1,0,0
2001,26,0,0,1,0,1,0,1,0,1
3412,27,0,0,0,0,1,0,1,0,1
1209,26,1,1,27,1,0,1,0,1,1
1427,23,0,0,0,1,0,0,1,1,1
659,47,0,0,-1,0,1,0,1,0,1
4319,37,0,0,0,1,0,0,1,1,0
5273,29,0,1,2,1,0,0,1,0,1
4891,27,1,2,0,1,0,0,1,0,1
5974,64,0,0,1,0,1,0,1,1,1
95,34,0,0,14,1,0,0,1,0,1
1365,43,0,9,0,1,0,0,1,0,1
4173,34,0,5,0,1,0,0,1,1,1
3884,31,0,0,3,0,1,0,1,1,1
3762,31,0,2,2,1,0,0,1,1,1
3552,35,1,3,9,1,0,0,1,0,1
4884,50,0,0,2,1,0,0,1,0,1
464,23,0,2,0,1,0,0,1,0,1
3069,60,0,13,0,1,0,0,1,1,1
5304,36,1,17,15,1,0,0,1,1,0
5783,40,0,1,1,1,0,0,1,0,1
681,28,0,2,0,1,0,0,1,0,1
1322,20,1,2,23,1,0,1,0,1,0
5871,29,0,0,1,0,1,0,1,1,1
4735,26,1,1,0,1,0,1,0,0,0
2277,23,1,3,41,1,0,0,1,0,1
6116,34,0,4,1,1,0,0,1,0,1
4366,23,1,2,0,1,0,1,0,1,0
559,65,1,2,5,0,1,0,1,1,1
2163,32,0,0,0,0,1,0,1,0,1
2910,37,1,0,0,1,0,0,1,1,1
4729,24,0,0,0,1,0,1,0,1,1
4197,68,0,6,2,0,1,0,1,1,1
3964,52,0,0,0,0,1,1,0,0,1
3937,49,1,0,4,0,1,0,1,1,1
4203,30,1,8,45,1,0,1,0,1,1
5724,59,0,0,0,0,1,0,1,0,1
3186,36,1,14,173,1,0,0,1,1,1
3100,56,0,0,0,0,1,0,1,0,1
1758,24,0,0,18,1,0,0,1,0,1
341,39,0,0,0,0,1,1,0,0,1
68,26,1,1,2,1,0,1,0,1,1
2229,25,1,2,0,1,0,0,1,0,1
1062,30,1,9,7,0,1,0,1,0,1
60,45,1,6,241,1,0,0,1,0,1
3970,20,1,3,21,1,0,0,1,1,1
1703,35,1,1,49,1,0,0,1,0,1
2621,50,0,0,1,0,1,1,0,1,1
2464,58,0,3,2,1,0,0,1,0,1
3628,56,0,0,6,1,0,0,1,1,1
3164,37,0,0,126,1,0,0,1,0,1
4567,50,0,1,0,1,0,0,1,1,1
3774,51,0,0,0,0,1,1,0,0,1
3878,42,0,1,1,1,0,0,1,1,1
2692,27,0,3,0,1,0,1,0,1,1
5961,33,0,2,14,1,0,0,1,0,1
705,21,1,0,1,1,0,0,1,0,1
4419,21,1,0,0,1,0,0,1,0,1
4666,28,1,12,76,1,0,0,1,1,0
2284,41,0,13,2,1,0,0,1,1,1
5317,22,1,0,2,1,0,0,1,1,1
3092,35,0,5,0,0,1,0,1,0,1
4548,29,1,5,3,1,0,0,1,1,1
505,24,0,0,0,1,0,1,0,0,1
4711,35,0,1,1,0,1,0,1,1,1
2411,23,1,1,1,0,1,0,1,1,1
2477,23,1,4,0,1,0,0,1,1,0
1091,44,0,2,2,1,0,0,1,1,1
279,21,1,0,1,1,0,1,0,1,0
110,30,0,1,3,0,1,0,1,0,1
472,22,1,3,7,1,0,0,1,1,1
4676,24,0,1,0,1,0,1,0,0,1
2759,23,1,4,143,1,0,0,1,1,0
5543,46,0,0,-1,0,1,1,0,0,1
1398,21,1,1,11,1,0,0,1,1,1
5348,21,1,2,8,1,0,0,1,1,1
462,46,1,2,0,1,0,0,1,0,1
5518,29,0,2,0,0,1,0,1,1,1
5954,32,1,4,1,1,0,0,1,1,1
2325,54,1,0,0,0,1,0,1,1,1
4048,37,0,3,0,0,1,0,1,1,1
621,24,0,0,1,1,0,0,1,1,0
218,24,0,0,0,0,1,0,1,0,0
5130,20,1,1,40,1,0,0,1,0,1
776,28,0,1,1,1,0,0,1,0,1
4066,54,1,0,1,1,0,0,1,0,1
1794,26,0,0,0,1,0,0,1,0,1
403,47,0,3,0,1,0,0,1,0,1
3550,57,0,0,0,0,1,0,1,1,1
145,32,0,5,1,1,0,1,0,1,1
4912,25,1,5,0,1,0,0,1,0,0
5341,33,1,6,152,1,0,0,1,0,1
2947,67,0,0,1,0,1,0,1,0,1
1350,29,0,1,0,1,0,0,1,0,1
3342,47,0,3,13,1,0,0,1,0,1
3104,22,0,0,0,1,0,0,1,0,1
3383,19,1,3,1,1,0,0,1,1,0
328,28,0,5,51,1,0,0,1,1,0
1187,27,1,3,0,1,0,0,1,1,0
1139,23,0,0,1,1,0,0,1,1,1
5929,29,0,3,0,1,0,1,0,0,1
3257,23,0,0,2,1,0,0,1,1,1
5513,27,0,0,43,1,0,0,1,0,1
3633,43,1,0,0,0,1,1,0,0,1
2803,24,0,2,0,1,0,1,0,0,0
1067,23,0,4,27,1,0,0,1,0,0
81,20,0,0,0,1,0,1,0,0,1
1829,43,1,18,9,1,0,0,1,1,1
1064,40,0,0,0,0,1,0,1,0,1
846,24,0,2,0,1,0,0,1,0,1
5695,36,0,1,1,0,1,0,1,1,0
45,28,0,0,0,1,0,1,0,0,1
5872,36,0,5,0,1,0,0,1,0,1
4682,54,0,4,1,1,0,0,1,1,1
1109,28,0,11,0,0,1,0,1,0,1
3691,59,0,0,0,0,1,1,0,0,1
2296,31,1,8,3,0,1,0,1,1,0
91,39,0,1,106,1,0,1,0,0,1
587,57,1,20,33,1,0,0,1,1,1
2240,42,1,0,7,1,0,0,1,1,1
1550,28,1,8,20,1,0,0,1,1,0
3318,50,0,0,2,1,0,0,1,0,1
2918,24,1,2,10,1,0,0,1,0,1
2269,36,0,6,84,1,0,0,1,1,1
670,22,1,1,4,1,0,0,1,1,0
3044,32,0,1,1,1,0,0,1,0,1
5653,66,1,5,0,1,0,0,1,1,1
2143,27,1,2,9,0,1,0,1,1,1
4731,44,0,0,0,1,0,0,1,1,1
948,33,1,16,0,1,0,0,1,1,0
1544,25,0,0,0,1,0,0,1,1,1
787,63,0,3,220,0,1,0,1,1,0
922,59,0,2,12,1,0,0,1,0,1
4554,69,1,1,1,1,0,0,1,1,1
4555,49,0,1,0,0,1,1,0,0,1
2897,34,1,1,-1,0,1,0,1,0,1
3451,29,1,8,0,0,1,0,1,1,0
5859,29,1,5,8,1,0,1,0,1,1
5736,24,0,0,0,0,1,0,1,1,1
981,33,0,3,0,0,1,0,1,0,1
2789,34,1,14,40,1,0,0,1,0,0
4159,21,0,1,3,1,0,0,1,1,1
1516,29,1,0,12,1,0,0,1,1,1
3375,23,0,0,3,0,1,0,1,1,0
2052,33,0,0,1,1,0,0,1,0,1
2670,37,1,10,0,1,0,0,1,1,1
4697,22,1,0,1,1,0,0,1,1,1
5888,27,1,17,1,1,0,0,1,1,1
1908,27,0,0,1,1,0,1,0,0,1
1291,32,0,12,1,1,0,0,1,1,0
545,30,0,0,2,1,0,0,1,1,1
3670,26,0,0,0,1,0,1,0,1,1
5102,38,1,0,0,1,0,0,1,0,1
3833,37,0,1,2,1,0,0,1,0,1
2787,25,1,4,19,1,0,0,1,1,0
5302,33,1,5,1,0,1,0,1,1,0
1116,26,1,0,1,1,0,0,1,1,1
622,29,0,0,1,1,0,0,1,1,1
3298,24,1,2,1,1,0,0,1,1,1
3084,40,0,0,2,0,1,0,1,1,1
5258,34,1,9,0,1,0,0,1,1,1
2870,37,1,23,1,1,0,0,1,1,0
2834,27,1,7,4,1,0,0,1,1,0
4168,19,1,0,2,0,1,0,1,0,0
3735,24,0,3,0,1,0,1,0,1,0
619,48,0,2,1,1,0,0,1,1,1
4081,33,1,3,7,1,0,0,1,1,1
4541,20,1,0,0,1,0,0,1,1,1
3542,40,1,5,55,1,0,0,1,1,0
677,20,0,0,1,1,0,0,1,0,1
4761,23,1,2,1,1,0,0,1,1,1
3316,29,0,2,3,1,0,0,1,0,1
4359,25,1,5,1,1,0,0,1,0,1
1999,38,0,4,-1,1,0,0,1,1,1
5218,31,0,0,2,1,0,0,1,0,1
4237,24,0,3,0,1,0,0,1,0,1
4820,30,0,0,0,1,0,0,1,0,1
5448,36,1,6,0,1,0,1,0,0,1
2278,31,1,3,0,0,1,0,1,0,1
2576,24,0,2,30,0,1,1,0,1,1
3337,22,1,1,0,1,0,0,1,0,1
3705,23,0,1,0,0,1,0,1,0,1
5370,30,0,0,0,0,1,0,1,0,1
5797,29,0,5,258,1,0,0,1,0,1
1669,44,0,9,25,1,0,0,1,1,0
2019,53,0,0,0,0,1,1,0,0,1
952,37,0,0,0,0,1,0,1,0,1
1317,21,0,0,1,0,1,0,1,1,1
3838,28,0,4,2,1,0,1,0,1,1
2339,59,0,0,0,1,0,0,1,0,1
1063,20,1,0,209,1,0,0,1,1,0
4162,22,0,1,1,1,0,0,1,1,1
1868,34,0,2,1,1,0,1,0,0,1
468,48,0,0,17,1,0,1,0,0,1
1927,49,1,0,1,1,0,0,1,0,1
2417,37,1,4,2,0,1,0,1,0,1
54,22,1,1,1,1,0,0,1,1,1
2038,26,1,4,0,1,0,0,1,1,0
4418,29,1,8,0,1,0,0,1,0,1
6064,44,1,0,1,0,1,0,1,0,1
4452,37,0,8,1,1,0,0,1,1,1
3284,31,1,4,2,1,0,0,1,1,1
5037,22,1,1,5,1,0,0,1,1,1
4297,24,1,7,0,1,0,0,1,1,1
1352,20,0,0,0,1,0,1,0,0,1
1290,22,1,0,0,0,1,0,1,0,1
4445,21,1,0,28,1,0,0,1,0,1
4919,21,0,1,1,1,0,0,1,0,1
4825,30,0,0,0,0,1,0,1,0,1
3926,45,1,12,3,0,1,0,1,1,0
688,35,0,7,1,1,0,0,1,1,1
2324,25,1,1,0,0,1,1,0,0,1
4660,26,1,2,33,1,0,1,0,0,1
5403,33,0,0,1,0,1,0,1,0,1
1032,20,0,0,-1,1,0,0,1,1,1
2832,24,0,0,0,0,1,1,0,1,1
2628,25,1,0,0,1,0,0,1,0,1
723,21,0,1,2,1,0,0,1,1,0
4342,24,0,0,6,1,0,0,1,0,1
3270,33,1,0,0,0,1,0,1,0,1
3259,31,0,3,0,0,1,0,1,0,1
4431,51,1,8,3,0,1,0,1,1,1
5180,29,1,3,1,1,0,0,1,0,1
5615,27,0,0,12,1,0,0,1,0,1
1205,26,1,3,0,1,0,0,1,1,1
3390,33,1,0,83,1,0,0,1,0,1
5372,39,0,9,0,1,0,0,1,1,1
1974,26,1,8,41,1,0,0,1,0,0
2604,32,0,0,1,1,0,1,0,0,1
1153,35,0,1,-1,0,1,0,1,1,1
1082,37,1,1,0,0,1,0,1,0,1
2822,23,1,7,9,1,0,0,1,0,1
3119,43,0,5,0,1,0,0,1,1,0
2380,25,1,1,0,1,0,0,1,1,1
1494,29,1,7,2,1,0,0,1,1,0
4331,55,0,2,2,1,0,1,0,0,1
2012,30,1,6,1,1,0,0,1,1,1
524,55,1,9,3,0,1,0,1,1,1
958,52,0,1,0,1,0,1,0,1,1
1008,20,1,0,4,0,1,0,1,1,0
2195,19,1,0,0,1,0,0,1,1,1
978,23,0,1,0,0,1,0,1,0,1
5157,52,1,2,33,1,0,0,1,1,0
5937,22,0,1,17,0,1,1,0,0,0
4949,28,0,5,2,0,1,1,0,1,0
117,31,1,2,15,0,1,0,1,0,1
1700,25,0,4,183,1,0,0,1,0,1
3548,21,1,2,86,1,0,0,1,1,0
1242,24,0,4,4,1,0,0,1,1,1
374,50,0,3,-1,1,0,1,0,1,1
3860,36,0,0,0,0,1,1,0,1,1
5651,28,0,1,0,1,0,1,0,1,1
4158,51,0,0,1,1,0,1,0,0,1
3478,24,0,0,1,1,0,1,0,0,1
4743,42,0,7,0,1,0,0,1,1,1
1195,29,0,0,0,0,1,0,1,0,1
5165,24,1,4,0,1,0,0,1,0,1
5099,34,1,12,11,1,0,0,1,1,0
1304,30,1,7,2,0,1,0,1,1,0
2213,40,0,0,0,1,0,0,1,0,1
4210,20,1,0,0,1,0,0,1,1,0
1935,21,0,1,0,0,1,0,1,1,0
2274,26,0,0,1,1,0,0,1,0,1
1607,24,1,2,12,0,1,0,1,1,1
2032,41,1,3,1,1,0,0,1,1,1
2432,51,0,0,0,0,1,0,1,0,1
2909,41,1,4,-1,0,1,0,1,1,1
4914,52,1,0,7,1,0,0,1,0,1
99,41,1,10,176,1,0,0,1,1,0
3288,33,1,14,0,1,0,0,1,1,0
1298,20,1,2,0,1,0,0,1,1,0
1806,23,0,2,18,1,0,0,1,1,1
3045,31,0,2,1,1,0,1,0,0,1
6037,33,1,2,1,0,1,0,1,0,1
5526,48,1,0,9,1,0,1,0,1,1
2702,65,1,1,1,0,1,1,0,0,1
4964,21,1,1,0,1,0,0,1,1,1
5183,23,1,1,3,1,0,0,1,1,1
3249,45,0,20,46,0,1,0,1,1,1
5232,47,0,0,2,1,0,0,1,0,1
1685,58,0,0,0,0,1,0,1,0,1
3440,29,0,0,1,0,1,0,1,1,1
5870,33,1,5,2,1,0,1,0,0,1
5514,48,0,0,1,1,0,0,1,0,1
3424,37,1,11,1,1,0,0,1,1,0
598,28,0,0,1,1,0,0,1,1,1
778,22,1,1,-1,1,0,0,1,1,1
592,37,0,6,1,1,0,0,1,1,1
3828,46,0,13,141,1,0,0,1,0,1
4231,39,0,1,1,1,0,0,1,0,1
1428,21,1,0,0,1,0,0,1,0,0
5457,23,0,0,0,0,1,0,1,1,1
1934,25,0,1,4,1,0,1,0,1,1
1988,67,0,3,1,1,0,0,1,0,1
4881,41,0,19,220,1,0,0,1,1,0
1950,28,1,4,2,1,0,0,1,1,1
4588,20,0,0,0,1,0,1,0,1,1
663,21,1,2,5,1,0,0,1,0,0
436,25,0,0,-1,0,1,0,1,0,1
3055,27,1,0,2,1,0,1,0,0,1
5676,32,0,0,24,1,0,0,1,1,1
3804,41,0,0,0,1,0,0,1,0,1
198,52,0,0,13,1,0,0,1,1,1
1817,25,1,5,0,0,1,0,1,0,1
5090,37,1,4,75,0,1,0,1,1,1
1560,44,1,19,17,0,1,0,1,1,0
4565,23,0,0,0,1,0,0,1,0,1
270,27,0,8,68,1,0,0,1,0,1
4047,30,1,4,96,1,0,0,1,0,1
2116,24,0,2,15,0,1,0,1,0,1
6137,22,0,0,0,0,1,0,1,0,1
2120,27,1,1,168,1,0,0,1,1,1
1493,35,0,3,0,1,0,1,0,0,1
2578,30,1,0,1,0,1,0,1,0,1
4471,41,0,0,0,1,0,1,0,1,1
1457,27,0,10,7,1,0,0,1,1,0
5416,41,0,3,1,1,0,0,1,0,1
1381,31,0,2,1,1,0,1,0,1,1
20,21,0,0,1,1,0,1,0,0,1
961,52,0,6,33,0,1,1,0,0,1
1575,27,0,1,1,1,0,0,1,0,0
2268,23,1,4,-1,1,0,0,1,0,1
3229,65,0,7,0,0,1,0,1,1,1
3851,22,0,0,1,1,0,0,1,0,0
1894,31,1,10,8,1,0,0,1,1,1
4915,29,0,1,0,1,0,0,1,0,1
5106,25,0,5,36,1,0,0,1,1,1
824,26,1,0,0,0,1,0,1,1,1
2719,27,1,1,1,1,0,0,1,1,1
749,23,1,6,135,1,0,0,1,1,0
6045,39,0,0,1,1,0,0,1,0,1
1871,31,0,1,13,1,0,0,1,1,1
2703,31,1,0,0,1,0,1,0,1,1
209,28,1,25,25,1,0,0,1,1,0
1475,45,1,15,330,1,0,0,1,1,0
375,30,0,1,4,0,1,0,1,1,1
4773,26,1,7,2,1,0,0,1,1,0
5902,41,0,1,0,0,1,0,1,0,1
3916,52,0,4,4,0,1,0,1,1,1
34,29,0,0,-1,0,1,0,1,0,1
4443,67,0,8,1,1,0,0,1,1,1
421,27,1,1,1,0,1,0,1,0,1
2495,37,0,3,1,0,1,0,1,1,1
743,40,0,0,22,1,0,0,1,0,1
5521,44,0,0,0,0,1,1,0,0,1
2204,38,1,1,7,1,0,0,1,1,1
482,27,1,5,64,0,1,0,1,1,1
2999,28,1,11,0,1,0,0,1,1,0
5711,23,0,0,0,0,1,1,0,1,1
5738,27,0,11,3,1,0,0,1,1,0
1748,48,0,2,4,0,1,0,1,0,0
313,25,1,7,127,1,0,0,1,1,0
1448,31,0,3,0,1,0,0,1,0,1
4615,31,1,3,1,0,1,0,1,0,1
4014,22,0,0,0,1,0,0,1,0,1
2279,55,0,0,1,0,1,1,0,0,1
2435,22,1,1,1,1,0,0,1,0,1
2200,43,1,6,0,0,1,0,1,1,0
1916,35,1,0,40,1,0,0,1,0,1
2699,35,0,7,195,1,0,0,1,1,1
5650,46,1,0,0,1,0,0,1,0,1
4688,26,1,10,0,0,1,0,1,0,0
2905,24,0,8,37,1,0,0,1,0,0
1447,40,0,1,21,1,0,0,1,0,1
1783,21,0,0,5,1,0,0,1,0,1
1400,30,1,21,1,1,0,0,1,1,1
5413,22,0,0,0,0,1,0,1,1,1
119,59,1,1,0,1,0,0,1,0,1
6138,22,0,1,0,1,0,1,0,0,1
28,32,1,4,1,1,0,0,1,1,0
1789,30,0,0,0,0,1,1,0,1,1
2569,48,0,1,167,0,1,0,1,0,1
3955,51,0,0,1,0,1,0,1,0,1
1353,29,0,0,0,1,0,0,1,1,1
989,22,0,0,0,1,0,1,0,0,1
1842,33,0,1,1,0,1,0,1,0,1
4623,24,0,0,0,0,1,1,0,0,1
1061,32,1,0,0,1,0,1,0,0,1
4465,27,0,0,2,1,0,0,1,1,1
460,27,1,5,1,1,0,0,1,1,0
