,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,y
274,1,22.33,11.0,2,9,4,2.0,1,1,1,0,2,80,279,1
589,1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,0
553,1,49.58,19.0,2,1,1,0.0,1,1,1,0,2,94,1,0
525,1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,0
287,1,41.33,0.0,2,8,5,15.0,1,0,0,0,2,0,1,1
469,0,23.58,11.5,1,4,8,3.0,0,0,0,1,2,20,17,0
326,1,21.83,1.54,2,4,4,0.085,0,0,0,1,2,356,1,0
121,1,20.67,0.835,1,8,4,2.0,0,0,0,1,1,240,1,0
507,1,17.58,10.0,2,9,8,0.165,0,1,1,0,2,120,2,0
228,1,45.0,8.5,2,13,8,14.0,1,1,1,1,2,88,2001,1
445,1,19.67,0.375,2,11,4,2.0,1,1,2,1,2,80,1,1
117,1,33.17,1.0,2,14,4,0.75,1,1,7,1,2,340,4072,1
464,0,57.58,2.0,2,1,1,6.5,0,1,1,0,2,0,11,0
25,1,32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,1
110,1,38.25,10.125,1,4,4,0.125,0,0,0,0,2,160,1,0
149,0,47.42,8.0,2,10,5,6.5,1,1,6,0,2,375,51101,1
152,1,15.17,7.0,2,10,4,1.0,0,0,0,0,2,600,1,0
528,0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,0
461,0,17.58,9.0,2,6,4,1.375,1,0,0,1,2,0,1,1
139,0,46.08,3.0,2,8,4,2.375,1,1,8,1,2,396,4160,1
260,1,16.33,2.75,2,6,4,0.665,0,1,1,0,2,80,22,0
323,1,18.08,5.5,2,4,4,0.5,1,0,0,0,2,80,1,1
622,0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1
248,1,28.0,2.0,2,4,8,4.165,1,1,2,1,2,181,1,1
450,1,29.5,0.58,2,9,4,0.29,0,1,1,0,2,340,2804,0
410,1,32.42,2.165,1,4,1,0.0,0,0,0,0,2,120,1,0
19,0,22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,1
328,1,22.17,2.25,2,3,4,0.125,0,0,0,0,2,160,11,0
296,0,31.57,1.5,2,1,1,0.0,0,1,2,1,2,200,106,0
269,1,28.58,3.625,2,6,4,0.25,0,0,0,1,2,100,1,0
226,1,31.57,3.0,1,3,5,7.0,0,0,0,0,2,0,2,0
94,0,18.17,10.0,1,11,8,0.165,0,0,0,0,2,340,1,0
515,0,31.57,3.5,2,2,4,3.0,1,0,0,1,2,300,1,0
280,1,34.17,2.75,2,3,5,2.5,0,0,0,1,2,232,201,0
286,1,65.42,11.0,2,10,9,20.0,1,1,7,1,2,22,1,1
646,0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,0
444,1,20.08,0.25,2,11,4,0.125,0,0,0,0,2,200,1,0
184,1,23.33,11.625,1,9,4,0.835,1,0,0,1,2,160,301,1
371,1,36.17,18.125,2,9,4,0.085,0,0,0,0,2,320,3553,0
607,1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1
673,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1
275,1,34.0,5.085,1,3,5,1.085,0,0,0,1,2,480,1,0
649,1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,1
182,1,25.67,12.5,2,13,4,1.21,1,1,67,1,2,140,259,1
32,1,52.33,1.375,1,8,8,9.46,1,0,0,1,2,200,101,0
80,1,25.17,3.5,2,13,4,0.625,1,1,7,0,2,0,7060,1
307,1,21.33,10.5,2,8,4,3.0,1,0,0,1,2,0,1,1
11,1,41.42,5.0,2,11,8,5.0,1,1,6,1,2,470,1,1
43,1,63.33,0.54,2,8,4,0.585,1,1,3,1,2,180,1,0
86,0,24.75,13.665,2,11,8,1.5,0,0,0,0,2,280,2,0
36,1,25.0,12.5,2,6,4,3.0,1,0,0,1,1,20,1,1
58,1,42.5,4.915,1,9,4,3.165,1,0,0,1,2,52,1443,1
41,1,22.58,1.5,1,6,4,0.54,0,0,0,1,2,120,68,0
411,0,21.08,5.0,1,1,1,0.0,0,0,0,0,2,0,1,0
562,1,23.0,0.625,1,6,4,0.125,1,0,0,0,2,180,2,0
209,1,40.92,0.5,1,7,4,0.5,0,0,0,1,2,130,1,0
148,1,34.83,4.0,2,2,5,12.5,1,0,0,1,2,184,1,0
123,0,57.08,19.5,2,8,4,5.5,1,1,7,0,2,0,3001,1
574,1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,1
98,0,17.33,9.5,2,6,4,1.75,0,1,10,1,2,0,11,0
377,1,31.57,0.625,2,4,4,0.25,0,0,0,0,2,380,2011,0
130,0,24.75,12.5,2,6,4,1.5,1,1,12,1,2,120,568,1
23,1,41.58,1.75,2,4,4,0.21,1,0,0,0,2,160,1,0
604,0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1
555,1,19.17,4.0,1,3,4,1.0,0,0,0,1,2,360,1001,0
370,0,20.83,3.0,2,6,4,0.04,1,0,0,0,2,100,1,1
512,1,28.0,3.0,2,9,4,0.75,0,0,0,1,2,300,68,0
383,1,16.25,0.0,1,6,4,0.25,0,0,0,0,2,60,1,0
201,0,21.75,1.75,1,5,3,0.0,0,0,0,0,2,160,1,0
368,0,36.58,0.29,2,1,1,0.0,0,1,10,0,2,200,19,0
554,0,33.92,1.585,1,1,1,0.0,1,0,0,0,2,320,1,0
387,1,38.58,3.335,2,9,4,4.0,1,1,14,0,2,383,1345,1
292,1,24.83,2.75,2,8,4,2.25,1,1,6,0,2,184,601,1
256,1,37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,1
606,1,39.17,2.5,1,3,8,10.0,0,0,0,1,1,200,1,0
197,1,17.08,0.25,2,11,4,0.335,0,1,4,0,2,160,9,0
95,1,21.25,1.5,2,9,4,1.5,0,0,0,0,2,150,9,1
667,0,24.92,1.25,2,1,1,0.0,1,0,0,0,2,80,1,0
169,1,18.42,10.415,1,6,4,0.125,1,0,0,0,2,120,376,0
581,1,56.0,12.5,2,4,8,8.0,1,0,0,1,2,24,2029,1
305,1,39.33,5.875,2,13,8,10.0,1,1,14,1,2,399,1,1
560,0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,0
373,0,23.58,0.83,2,11,4,0.415,0,1,1,1,2,200,12,0
227,1,20.25,9.96,2,10,2,0.0,1,0,0,0,2,0,1,1
143,1,64.08,20.0,2,14,8,17.5,1,1,9,1,2,0,1001,1
180,1,41.17,1.25,1,9,4,0.25,0,0,0,0,2,0,196,0
131,0,20.83,0.5,1,10,2,1.0,0,0,0,0,2,260,1,0
47,1,16.17,0.04,2,8,4,0.04,0,0,0,0,2,0,1,1
324,1,36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,1
203,0,25.33,2.085,2,8,8,2.75,1,0,0,1,2,360,2,0
84,1,23.42,1.0,2,8,4,0.5,0,0,0,1,1,280,1,0
565,0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,1
611,1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,0
398,1,23.25,12.625,2,8,4,0.125,0,1,2,0,2,0,5553,0
91,1,42.75,4.085,2,6,4,0.04,0,0,0,0,2,108,101,0
82,0,18.58,10.0,2,2,4,0.415,0,0,0,0,2,80,43,0
430,0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,1
119,1,48.75,8.5,2,8,8,12.5,1,1,9,0,2,181,1656,1
291,0,31.92,3.125,2,1,1,3.04,0,1,2,1,2,200,5,0
57,0,37.33,2.5,2,3,8,0.21,0,0,0,0,2,260,247,0
321,1,22.08,11.0,2,13,4,0.665,1,0,0,0,2,100,1,1
257,1,48.5,4.25,2,7,4,0.125,1,0,0,1,2,225,1,1
657,1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,0
442,1,25.83,12.835,2,13,4,0.5,0,0,0,0,2,0,3,0
42,1,26.75,1.125,2,14,8,1.25,1,0,0,0,2,0,5299,1
617,0,27.58,3.0,2,7,4,2.79,0,1,1,1,2,280,11,0
388,1,25.17,6.0,2,8,4,1.0,1,1,3,0,2,0,1,1
335,1,23.58,0.835,2,3,8,0.085,0,0,0,1,2,220,6,0
273,0,20.08,0.125,2,11,4,1.0,0,1,1,0,2,240,769,1
488,1,51.33,10.0,2,3,5,0.0,1,1,11,0,2,0,1250,1
550,1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1
53,1,19.0,1.75,1,8,4,2.335,0,0,0,1,2,112,7,0
650,1,26.0,1.0,2,11,4,1.75,1,0,0,1,2,280,1,1
128,0,46.0,4.0,2,5,3,0.0,1,0,0,0,2,100,961,1
28,0,30.67,12.0,2,8,4,2.0,1,1,1,0,2,220,20,1
183,1,24.33,6.625,1,2,4,5.5,1,0,0,1,1,100,1,1
459,1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,1
510,1,21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,0
151,1,45.17,1.5,2,8,4,2.5,1,0,0,1,2,140,1,0
244,1,29.25,13.0,2,2,8,0.5,0,0,0,0,2,228,1,0
543,1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0
544,1,37.75,7.0,2,11,8,11.5,1,1,7,1,2,300,6,0
639,1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1
265,0,28.58,3.75,2,8,4,0.25,0,1,1,1,2,40,155,0
288,1,31.25,1.125,2,1,1,0.0,0,1,1,0,2,96,20,0
423,0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,1
147,0,15.92,2.875,2,11,4,0.085,0,0,0,0,2,120,1,0
659,1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1
177,0,53.33,0.165,2,1,1,0.0,0,0,0,1,1,62,28,0
99,0,20.42,0.835,2,11,4,1.585,1,1,1,0,2,0,1,1
448,1,40.58,3.29,2,7,4,3.5,0,0,0,1,1,400,1,0
431,1,32.08,4.0,1,13,4,1.5,0,0,0,1,2,120,1,0
115,1,34.08,0.08,1,7,5,0.04,1,1,1,1,2,280,2001,1
72,1,29.42,1.25,2,9,4,1.75,0,0,0,0,2,200,1,0
537,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1
679,1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,1
174,0,23.5,9.0,2,11,4,8.5,1,1,5,1,2,120,1,1
87,0,47.0,13.0,2,3,5,5.165,1,1,9,1,2,0,1,1
551,1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,1
486,1,57.83,7.04,2,7,4,14.0,1,1,6,1,2,360,1333,1
314,1,21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,1
396,0,22.5,8.5,2,11,4,1.75,1,1,10,0,2,80,991,0
600,0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,0
472,1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1
70,1,48.75,26.335,1,1,1,0.0,1,0,0,1,2,0,1,0
599,1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,1
277,1,16.25,0.835,2,7,4,0.085,1,0,0,0,1,200,1,0
9,0,55.75,7.08,2,4,8,6.75,1,1,3,1,2,100,51,0
359,1,25.17,3.0,2,8,4,1.25,0,1,1,0,2,0,23,0
192,0,28.58,3.54,2,3,5,0.5,1,0,0,1,2,171,1,0
629,1,24.75,0.54,2,7,4,1.0,0,0,0,1,2,120,2,0
559,1,47.67,0.29,2,8,5,15.0,1,1,20,0,2,0,15001,1
684,1,43.0,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1
